HOG,OG,Gene Tree Parent Clade,Bdistachyon_pep,EM_A_pep,EM_B_pep,TaCS_A_pep_longest,TaCS_B_pep_longest,TaCS_D_pep_longest,barley,emmer,wheat,barley_rates,wheat_rates,emmer_rates,barley/emmer,barley/wheat,emmer/wheat
N1.HOG0003248,OG0000806,n0,,TRIDC2AG063830.1,"TRIDC2BG068000.1, TRIDC2BG067950.1, TRIDC2BG075660.1, TRIDC2BG067960.1, TRIDC2BG067970.1","TraesCS2A02G446000, TraesCS2A02G445600, TraesCS2A02G445700, TraesCS2A02G445900","TraesCS2B02G466900, TraesCS2B02G466600, TraesCS2B02G525000, TraesCS2B02G524900, TraesCS2B02G466700, TraesCS2B02G466800","TraesCS2D02G444700, TraesCS2D02G444400, TraesCS2D02G444500, TraesCS2D02G444600",HORVU.MOREX.r2.2HG0163990.1,"TRIDC2AG063830.1, TRIDC2BG068000.1, TRIDC2BG067950.1, TRIDC2BG075660.1, TRIDC2BG067960.1, TRIDC2BG067970.1","TraesCS2A02G446000, TraesCS2A02G445600, TraesCS2A02G445700, TraesCS2A02G445900, TraesCS2B02G466900, TraesCS2B02G466600, TraesCS2B02G525000, TraesCS2B02G524900, TraesCS2B02G466700, TraesCS2B02G466800, TraesCS2D02G444700, TraesCS2D02G444400, TraesCS2D02G444500, TraesCS2D02G444600",0.8947368421052632,0.6,0.85,1.0526315789473684,1.4912280701754386,1.4166666666666667
N1.HOG0003298,OG0000826,n0,,"TRIDC6AG061350.1, TRIDC3AG047330.1, TRIDC3AG047380.1","TRIDC6BG068820.1, TRIDC2BG084410.1, TRIDC0UG016360.1, TRIDC6BG068880.1","TraesCS5A02G321700, TraesCS3A02G328900, TraesCS3A02G329000, TraesCS6A02G418000","TraesCS5B02G322400, TraesCS2B02G584500, TraesCS2B02G584600, TraesCS6B02G471300, TraesCS3B02G142000","TraesCS5D02G328900, TraesCS6D02G376800, TraesCS6D02G403300, TraesCS6D02G403000",HORVU.MOREX.r2.7HG0619060.1,"TRIDC6AG061350.1, TRIDC3AG047330.1, TRIDC3AG047380.1, TRIDC6BG068820.1, TRIDC2BG084410.1, TRIDC0UG016360.1, TRIDC6BG068880.1","TraesCS5A02G321700, TraesCS3A02G328900, TraesCS3A02G329000, TraesCS6A02G418000, TraesCS5B02G322400, TraesCS2B02G584500, TraesCS2B02G584600, TraesCS6B02G471300, TraesCS3B02G142000, TraesCS5D02G328900, TraesCS6D02G376800, TraesCS6D02G403300, TraesCS6D02G403000",0.9473684210526316,0.2833333333333333,0.4916666666666667,1.926851025869759,3.3436532507739942,1.7352941176470589
N1.HOG0003311,OG0000832,n0,,"TRIDC6AG061360.1, TRIDC5AG052980.1, TRIDC4AG052840.1, TRIDC1AG004220.1, TRIDC2AG079680.1","TRIDC6BG001900.1, TRIDC0UG027350.1, TRIDC0UG025220.1, TRIDC6BG000470.1, TRIDC6BG000450.1, TRIDC0UG022330.1, TRIDC0UG022320.1, TRIDC0UG023850.1, TRIDC5BG067370.1, TRIDC1BG053120.1",TraesCS2A02G548400,"TraesCS6B02G465500, TraesCS6B02G104000","TraesCS6D02G400000, TraesCSU02G253800, TraesCS7D02G214600",HORVU.MOREX.r2.2HG0176020.1,"TRIDC6AG061360.1, TRIDC5AG052980.1, TRIDC4AG052840.1, TRIDC1AG004220.1, TRIDC2AG079680.1, TRIDC6BG001900.1, TRIDC0UG027350.1, TRIDC0UG025220.1, TRIDC6BG000470.1, TRIDC6BG000450.1, TRIDC0UG022330.1, TRIDC0UG022320.1, TRIDC0UG023850.1, TRIDC5BG067370.1, TRIDC1BG053120.1","TraesCS2A02G548400, TraesCS6B02G465500, TraesCS6B02G104000, TraesCS6D02G400000, TraesCSU02G253800, TraesCS7D02G214600",0.8947368421052632,0.33333333333333337,0.4136363636363637,2.1631000578368997,2.6842105263157894,1.240909090909091
N1.HOG0003383,OG0000864,n1,,TRIDC6AG008520.1,TRIDC6BG012830.1,TraesCS6A02G069500,TraesCS6B02G093900,TraesCS6D02G067500,HORVU.MOREX.r2.6HG0456710.1,"TRIDC6AG008520.1, TRIDC6BG012830.1","TraesCS6A02G069500, TraesCS6B02G093900, TraesCS6D02G067500",0.9473684210526316,0.4,0.9,1.0526315789473684,2.3684210526315788,2.25
N1.HOG0003436,OG0000884,n0,,"TRIDC4AG044680.1, TRIDC4AG044660.1, TRIDC4AG010990.1","TRIDC4BG039570.1, TRIDC4BG004330.1, TRIDC4BG004180.1, TRIDC4BG004320.1, TRIDC4BG004220.1","TraesCS4A02G289600, TraesCS4A02G289900, TraesCS4A02G289700, TraesCS4A02G079900","TraesCS4B02G024400, TraesCS4B02G025300, TraesCS4B02G025200, TraesCS4B02G024800, TraesCS4B02G224100",TraesCS4D02G224400,HORVU.MOREX.r2.4HG0326020.1,"TRIDC4AG044680.1, TRIDC4AG044660.1, TRIDC4AG010990.1, TRIDC4BG039570.1, TRIDC4BG004330.1, TRIDC4BG004180.1, TRIDC4BG004320.1, TRIDC4BG004220.1","TraesCS4A02G289600, TraesCS4A02G289900, TraesCS4A02G289700, TraesCS4A02G079900, TraesCS4B02G024400, TraesCS4B02G025300, TraesCS4B02G025200, TraesCS4B02G024800, TraesCS4B02G224100, TraesCS4D02G224400",0.8421052631578947,0.6,0.7833333333333333,1.0750279955207167,1.4035087719298245,1.3055555555555556
N1.HOG0003456,OG0000892,n1,,"TRIDC5AG019080.1, TRIDC5AG038990.1, TRIDC5AG039010.1","TRIDC5BG041230.1, TRIDC5BG043060.1, TRIDC5BG041200.1","TraesCS5A02G249300, TraesCS5A02G249400",TraesCS5B02G247400,TraesCS5D02G256700,HORVU.MOREX.r2.5HG0404510.1,"TRIDC5AG019080.1, TRIDC5AG038990.1, TRIDC5AG039010.1, TRIDC5BG041230.1, TRIDC5BG043060.1, TRIDC5BG041200.1","TraesCS5A02G249300, TraesCS5A02G249400, TraesCS5B02G247400, TraesCS5D02G256700",0.9473684210526316,0.5333333333333333,0.725,1.3067150635208713,1.7763157894736843,1.359375
N1.HOG0003471,OG0000897,n9,,TRIDC4AG062040.1,,"TraesCS4A02G419100, TraesCS7A02G070800, TraesCS4A02G417100, TraesCS4A02G417115, TraesCS7A02G070600, TraesCS7A02G070700",TraesCS1B02G339800,"TraesCS7D02G066100, TraesCS7D02G066300, TraesCSU02G103500",HORVU.MOREX.r2.7HG0535570.1,TRIDC4AG062040.1,"TraesCS4A02G419100, TraesCS7A02G070800, TraesCS4A02G417100, TraesCS4A02G417115, TraesCS7A02G070600, TraesCS7A02G070700, TraesCS1B02G339800, TraesCS7D02G066100, TraesCS7D02G066300, TraesCSU02G103500",0.8947368421052632,0.5333333333333333,0.8,1.118421052631579,1.6776315789473684,1.5
N1.HOG0003508,OG0000911,n0,,"TRIDC3AG075200.1, TRIDC3AG075290.1, TRIDC3AG075250.1","TRIDC3BG086540.1, TRIDC3BG086630.1, TRIDC3BG086620.1","TraesCS3A02G531300, TraesCS3A02G531400, TraesCS3A02G531200, TraesCS3A02G530800","TraesCS3B02G601100, TraesCS3B02G601800, TraesCS3B02G601600, TraesCS3B02G601700","TraesCS3D02G536600, TraesCS3D02G536300, TraesCS3D02G536700","HORVU.MOREX.r2.3HG0274390.1, HORVU.MOREX.r2.3HG0274460.1, HORVU.MOREX.r2.3HG0274430.1","TRIDC3AG075200.1, TRIDC3AG075290.1, TRIDC3AG075250.1, TRIDC3BG086540.1, TRIDC3BG086630.1, TRIDC3BG086620.1","TraesCS3A02G531300, TraesCS3A02G531400, TraesCS3A02G531200, TraesCS3A02G530800, TraesCS3B02G601100, TraesCS3B02G601800, TraesCS3B02G601600, TraesCS3B02G601700, TraesCS3D02G536600, TraesCS3D02G536300, TraesCS3D02G536700",0.7894736842105263,0.5866666666666667,0.775,1.0186757215619695,1.3456937799043063,1.3210227272727273
N1.HOG0003561,OG0000932,n15,,,"TRIDC7BG075850.1, TRIDC7BG075840.1",TraesCS7A02G560600,TraesCS7B02G486300,TraesCS7D02G549000,HORVU.MOREX.r2.7HG0622080.1,"TRIDC7BG075850.1, TRIDC7BG075840.1","TraesCS7A02G560600, TraesCS7B02G486300, TraesCS7D02G549000",0.9473684210526316,0.4,0.7,1.3533834586466167,2.3684210526315788,1.7499999999999998
N1.HOG0003576,OG0000937,n15,,TRIDC2AG004880.1,TRIDC2BG005330.1,TraesCS2A02G045700,TraesCS2B02G057900,TraesCS2D02G044300,HORVU.MOREX.r2.2HG0083590.1,"TRIDC2AG004880.1, TRIDC2BG005330.1","TraesCS2A02G045700, TraesCS2B02G057900, TraesCS2D02G044300",0.9473684210526316,0.8333333333333334,0.9,1.0526315789473684,1.1368421052631579,1.08
N1.HOG0003583,OG0000940,n13,,TRIDC3AG008520.1,TRIDC3BG011990.1,TraesCS3A02G072500,"TraesCS3B02G086500, TraesCS3B02G086600","TraesCS3D02G072200, TraesCS3D02G072100",HORVU.MOREX.r2.3HG0191070.1,"TRIDC3AG008520.1, TRIDC3BG011990.1","TraesCS3A02G072500, TraesCS3B02G086500, TraesCS3B02G086600, TraesCS3D02G072200, TraesCS3D02G072100",0.736842105263158,0.6666666666666667,0.7,1.0526315789473686,1.1052631578947367,1.0499999999999998
N1.HOG0003592,OG0000944,n12,,"TRIDC7AG005290.1, TRIDC4AG049030.1, TRIDC7AG004950.1",,"TraesCS7A02G050600, TraesCS7A02G050700, TraesCS4A02G436600",,,"HORVU.MOREX.r2.7HG0532560.1, HORVU.MOREX.r2.7HG0550160.1, HORVU.MOREX.r2.7HG0532870.1","TRIDC7AG005290.1, TRIDC4AG049030.1, TRIDC7AG004950.1","TraesCS7A02G050600, TraesCS7A02G050700, TraesCS4A02G436600",0.9473684210526316,0.6666666666666667,0.9,1.0526315789473684,1.4210526315789473,1.3499999999999999
N1.HOG0003720,OG0000994,n8,,"TRIDC7AG076870.1, TRIDC2AG081230.1","TRIDC7BG074180.1, TRIDC1BG054030.1, TRIDC5BG026430.1",TraesCS5A02G366600,TraesCS7B02G145300,TraesCS7D02G539400,"HORVU.MOREX.r2.2HG0152990.1, HORVU.MOREX.r2.7HG0603600.1, HORVU.MOREX.r2.5HG0441210.1","TRIDC7AG076870.1, TRIDC2AG081230.1, TRIDC7BG074180.1, TRIDC1BG054030.1, TRIDC5BG026430.1","TraesCS5A02G366600, TraesCS7B02G145300, TraesCS7D02G539400",0.8947368421052632,0.19999999999999996,0.8166666666666667,1.0955961331901183,4.473684210526317,4.083333333333334
N1.HOG0003775,OG0001012,n10,,TRIDC3AG066420.1,TRIDC3BG075330.1,TraesCS3A02G472200,TraesCS3B02G515400,TraesCS3D02G468000,HORVU.MOREX.r2.3HG0264000.1,"TRIDC3AG066420.1, TRIDC3BG075330.1","TraesCS3A02G472200, TraesCS3B02G515400, TraesCS3D02G468000",0.8421052631578947,0.06666666666666665,0.8,1.0526315789473684,12.631578947368423,12.000000000000004
N1.HOG0003780,OG0001014,n5,,TRIDC6AG001000.1,"TRIDC6BG001730.1, TRIDC6BG001740.1, TRIDC6BG001720.1","TraesCS6A02G009100, TraesCS6A02G009000","TraesCS6B02G015200, TraesCS6B02G015100, TraesCS6B02G015300","TraesCS6D02G012100, TraesCS6D02G009500, TraesCSU02G206000, TraesCS6D02G009600, TraesCS6D02G009700",HORVU.MOREX.r2.6HG0449520.1,"TRIDC6AG001000.1, TRIDC6BG001730.1, TRIDC6BG001740.1, TRIDC6BG001720.1","TraesCS6A02G009100, TraesCS6A02G009000, TraesCS6B02G015200, TraesCS6B02G015100, TraesCS6B02G015300, TraesCS6D02G012100, TraesCS6D02G009500, TraesCSU02G206000, TraesCS6D02G009600, TraesCS6D02G009700",0.9473684210526316,0.75,0.825,1.1483253588516749,1.2631578947368423,1.0999999999999999
N1.HOG0003787,OG0001017,n0,,TRIDC2AG082380.1,"TRIDC7BG074320.1, TRIDC7BG074330.1, TRIDC2BG090470.1, TRIDC0UG005470.1","TraesCS7A02G555100, TraesCS7A02G555000, TraesCS7A02G554700, TraesCS2A02G561900, TraesCS2A02G563700","TraesCS7B02G479700, TraesCS7B02G478900, TraesCS7B02G478400, TraesCS7B02G478500, TraesCS2B02G624700, TraesCS2B02G625000","TraesCSU02G172200, TraesCS2D02G060500",HORVU.MOREX.r2.7HG0622860.1,"TRIDC2AG082380.1, TRIDC7BG074320.1, TRIDC7BG074330.1, TRIDC2BG090470.1, TRIDC0UG005470.1","TraesCS7A02G555100, TraesCS7A02G555000, TraesCS7A02G554700, TraesCS2A02G561900, TraesCS2A02G563700, TraesCS7B02G479700, TraesCS7B02G478900, TraesCS7B02G478400, TraesCS7B02G478500, TraesCS2B02G624700, TraesCS2B02G625000, TraesCSU02G172200, TraesCS2D02G060500",0.7894736842105263,0.675,0.7375,1.0704727921498662,1.1695906432748537,1.0925925925925926
N1.HOG0003880,OG0001053,n12,,TRIDC5AG030710.1,TRIDC2BG007250.1,TraesCS5A02G196200,"TraesCS2B02G072000, TraesCS2B02G071300, TraesCS2B02G072500",TraesCS2D02G057500,HORVU.MOREX.r2.2HG0089120.1,"TRIDC5AG030710.1, TRIDC2BG007250.1","TraesCS5A02G196200, TraesCS2B02G072000, TraesCS2B02G071300, TraesCS2B02G072500, TraesCS2D02G057500",0.9473684210526316,0.5333333333333333,0.85,1.1145510835913313,1.7763157894736843,1.59375
N1.HOG0003915,OG0001069,n0,,"TRIDC7AG072330.1, TRIDC3AG005320.1, TRIDC3AG009220.1, TRIDC2AG037290.1, TRIDC6AG047090.1","TRIDC2BG039320.1, TRIDC7BG003780.1, TRIDC3BG013010.1, TRIDC6BG054860.1, TRIDC3BG013000.1","TraesCS3A02G077500, TraesCS2A02G262900, TraesCS6A02G313000","TraesCS3B02G091900, TraesCS3B02G092000, TraesCS6B02G343100","TraesCS3D02G077600, TraesCS2D02G261000, TraesCS6D02G292500",HORVU.MOREX.r2.3HG0191890.1,"TRIDC7AG072330.1, TRIDC3AG005320.1, TRIDC3AG009220.1, TRIDC2AG037290.1, TRIDC6AG047090.1, TRIDC2BG039320.1, TRIDC7BG003780.1, TRIDC3BG013010.1, TRIDC6BG054860.1, TRIDC3BG013000.1","TraesCS3A02G077500, TraesCS2A02G262900, TraesCS6A02G313000, TraesCS3B02G091900, TraesCS3B02G092000, TraesCS6B02G343100, TraesCS3D02G077600, TraesCS2D02G261000, TraesCS6D02G292500",0.9473684210526316,0.6777777777777778,0.85,1.1145510835913313,1.3977566867989646,1.2540983606557377
N1.HOG0003930,OG0001075,n1,,,TRIDC5BG078430.1,,TraesCS5B02G526800,TraesCS5D02G525900,HORVU.MOREX.r2.5HG0442380.1,TRIDC5BG078430.1,"TraesCS5B02G526800, TraesCS5D02G525900",0.9473684210526316,0.1333333333333333,0.9,1.0526315789473684,7.105263157894739,6.750000000000002
N1.HOG0003931,OG0001075,n4,,"TRIDC4AG052150.1, TRIDC4AG052210.1","TRIDC7BG054320.1, TRIDC5BG078450.1, TRIDC5BG078370.1, TRIDC5BG078410.1","TraesCS4A02G345600, TraesCS4A02G346500, TraesCS4A02G346200","TraesCS5B02G526900, TraesCS5B02G526700","TraesCS5D02G526400, TraesCS7D02G430100, TraesCS5D02G526000","HORVU.MOREX.r2.7HG0606340.1, HORVU.MOREX.r2.7HG0606330.1","TRIDC4AG052150.1, TRIDC4AG052210.1, TRIDC7BG054320.1, TRIDC5BG078450.1, TRIDC5BG078370.1, TRIDC5BG078410.1","TraesCS4A02G345600, TraesCS4A02G346500, TraesCS4A02G346200, TraesCS5B02G526900, TraesCS5B02G526700, TraesCS5D02G526400, TraesCS7D02G430100, TraesCS5D02G526000",0.9473684210526316,0.33333333333333337,0.9,1.0526315789473684,2.8421052631578947,2.6999999999999997
N1.HOG0003934,OG0001078,n0,,"TRIDC6AG060140.1, TRIDC5AG041190.1, TRIDC6AG060160.1","TRIDC6BG073310.1, TRIDC6BG073210.1, TRIDC6BG073460.1, TRIDC6BG073400.1, TRIDC6BG073430.1, TRIDC6BG073470.1","TraesCS6A02G411200, TraesCS5A02G272800, TraesCS6A02G411700, TraesCS5A02G273000, TraesCS5A02G272700","TraesCS6B02G458700, TraesCS6B02G457600","TraesCS6D02G394400, TraesCS6D02G394100","HORVU.MOREX.r2.6HG0524440.1, HORVU.MOREX.r2.6HG0524470.1","TRIDC6AG060140.1, TRIDC5AG041190.1, TRIDC6AG060160.1, TRIDC6BG073310.1, TRIDC6BG073210.1, TRIDC6BG073460.1, TRIDC6BG073400.1, TRIDC6BG073430.1, TRIDC6BG073470.1","TraesCS6A02G411200, TraesCS5A02G272800, TraesCS6A02G411700, TraesCS5A02G273000, TraesCS5A02G272700, TraesCS6B02G458700, TraesCS6B02G457600, TraesCS6D02G394400, TraesCS6D02G394100",0.631578947368421,0.41666666666666663,0.46875,1.3473684210526315,1.5157894736842106,1.125
N1.HOG0003941,OG0001080,n7,,TRIDC5AG054040.1,TRIDC5BG058010.1,TraesCS5A02G369400,"TraesCS7B02G000700, TraesCS7B02G002800, TraesCS7B02G002400, TraesCS7B02G000500, TraesCS5B02G371700","TraesCS5D02G563300, TraesCS5D02G561100, TraesCS5D02G563700, TraesCS5D02G378800",HORVU.MOREX.r2.5HG0421280.1,"TRIDC5AG054040.1, TRIDC5BG058010.1","TraesCS5A02G369400, TraesCS7B02G000700, TraesCS7B02G002800, TraesCS7B02G002400, TraesCS7B02G000500, TraesCS5B02G371700, TraesCS5D02G563300, TraesCS5D02G561100, TraesCS5D02G563700, TraesCS5D02G378800",0.8947368421052632,0.44999999999999996,0.8,1.118421052631579,1.9883040935672516,1.7777777777777781
N1.HOG0003947,OG0001084,n0,,,"TRIDC2BG002390.1, TRIDC2BG001480.1, TRIDC0UG032060.1, TRIDC0UG029850.1, TRIDC2BG002490.1",TraesCS2A02G023000,"TraesCS2B02G031200, TraesCS2B02G030500, TraesCS2B02G002900, TraesCS2B02G003200, TraesCS2B02G003400, TraesCS2B02G031700, TraesCS2B02G032500, TraesCS2B02G032700, TraesCS2B02G032900, TraesCS2B02G033100, TraesCS2B02G032600","TraesCS2D02G023400, TraesCS2D02G015000",HORVU.MOREX.r2.2HG0081130.1,"TRIDC2BG002390.1, TRIDC2BG001480.1, TRIDC0UG032060.1, TRIDC0UG029850.1, TRIDC2BG002490.1","TraesCS2A02G023000, TraesCS2B02G031200, TraesCS2B02G030500, TraesCS2B02G002900, TraesCS2B02G003200, TraesCS2B02G003400, TraesCS2B02G031700, TraesCS2B02G032500, TraesCS2B02G032700, TraesCS2B02G032900, TraesCS2B02G033100, TraesCS2B02G032600, TraesCS2D02G023400, TraesCS2D02G015000",0.9473684210526316,0.31666666666666665,0.5,1.8947368421052633,2.991689750692521,1.5789473684210527
N1.HOG0003949,OG0001085,n8,,,"TRIDC2BG002990.1, TRIDC2BG003060.1","TraesCS1A02G267100, TraesCS7A02G064000","TraesCS2B02G038100, TraesCS2B02G039100, TraesCS2B02G038800","TraesCS1D02G267200, TraesCS2D02G003200, TraesCSU02G001800, TraesCS2D02G028100",HORVU.MOREX.r2.2HG0081640.1,"TRIDC2BG002990.1, TRIDC2BG003060.1","TraesCS1A02G267100, TraesCS7A02G064000, TraesCS2B02G038100, TraesCS2B02G039100, TraesCS2B02G038800, TraesCS1D02G267200, TraesCS2D02G003200, TraesCSU02G001800, TraesCS2D02G028100",0.631578947368421,0.4095238095238095,0.5,1.263157894736842,1.5422276621787026,1.2209302325581395
N1.HOG0003998,OG0001108,n12,,"TRIDC7AG004050.1, TRIDC4AG066200.1",,"TraesCS4A02G446700, TraesCS7A02G040900",,TraesCS7D02G036600,HORVU.MOREX.r2.7HG0531800.1,"TRIDC7AG004050.1, TRIDC4AG066200.1","TraesCS4A02G446700, TraesCS7A02G040900, TraesCS7D02G036600",0.9473684210526316,0.33333333333333337,0.4,2.3684210526315788,2.8421052631578947,1.2
N1.HOG0004077,OG0001140,n6,,"TRIDC5AG053930.1, TRIDC2AG080870.1, TRIDC2AG080810.1","TRIDC5BG057900.1, TRIDC2BG089100.1, TRIDC2BG089050.1",TraesCS2A02G570500,TraesCS5B02G370600,"TraesCS5D02G377800, TraesCSU02G037900, TraesCS2D02G581200, TraesCS2D02G581900",HORVU.MOREX.r2.2HG0179350.1,"TRIDC5AG053930.1, TRIDC2AG080870.1, TRIDC2AG080810.1, TRIDC5BG057900.1, TRIDC2BG089100.1, TRIDC2BG089050.1","TraesCS2A02G570500, TraesCS5B02G370600, TraesCS5D02G377800, TraesCSU02G037900, TraesCS2D02G581200, TraesCS2D02G581900",0.9473684210526316,0.4,0.6,1.5789473684210529,2.3684210526315788,1.4999999999999998
N1.HOG0004129,OG0001161,n8,,"TRIDC3AG062750.1, TRIDC3AG062760.1",,"TraesCS3A02G443900, TraesCS3A02G444000",TraesCS3B02G477500,"TraesCS1D02G104100, TraesCS6D02G064000, TraesCS3D02G436300, TraesCS3D02G436400, TraesCS1D02G423600",HORVU.MOREX.r2.3HG0261100.1,"TRIDC3AG062750.1, TRIDC3AG062760.1","TraesCS3A02G443900, TraesCS3A02G444000, TraesCS3B02G477500, TraesCS1D02G104100, TraesCS6D02G064000, TraesCS3D02G436300, TraesCS3D02G436400, TraesCS1D02G423600",0.9473684210526316,0.6,0.9,1.0526315789473684,1.5789473684210529,1.5
N1.HOG0004138,OG0001165,n11,,,TRIDC2BG008830.1,TraesCS2A02G068100,"TraesCS2B02G081300, TraesCS2B02G082100","TraesCS2D02G066800, TraesCS2D02G066500, TraesCS2D02G066700",HORVU.MOREX.r2.2HG0085910.1,TRIDC2BG008830.1,"TraesCS2A02G068100, TraesCS2B02G081300, TraesCS2B02G082100, TraesCS2D02G066800, TraesCS2D02G066500, TraesCS2D02G066700",0.9473684210526316,0.6888888888888889,0.75,1.2631578947368423,1.3752122241086588,1.0887096774193548
N1.HOG0004284,OG0001218,n4,,TRIDC3AG062890.1,"TRIDC3BG070440.1, TRIDC3BG070530.1, TRIDC3BG070520.1, TRIDC7BG067620.1",TraesCS3A02G444500,"TraesCS3B02G478000, TraesCS3B02G478400, TraesCS3B02G479100, TraesCS3B02G478900, TraesCS3B02G478700","TraesCS3D02G437100, TraesCS3D02G436900, TraesCS4D02G089300",HORVU.MOREX.r2.7HG0531050.1,"TRIDC3AG062890.1, TRIDC3BG070440.1, TRIDC3BG070530.1, TRIDC3BG070520.1, TRIDC7BG067620.1","TraesCS3A02G444500, TraesCS3B02G478000, TraesCS3B02G478400, TraesCS3B02G479100, TraesCS3B02G478900, TraesCS3B02G478700, TraesCS3D02G437100, TraesCS3D02G436900, TraesCS4D02G089300",0.631578947368421,0.1333333333333333,0.55,1.1483253588516744,4.736842105263158,4.125000000000001
N1.HOG0004291,OG0001223,n6,,TRIDC4AG051910.1,TRIDC5BG078620.1,"TraesCS4A02G345000, TraesCS1A02G406900",TraesCS5B02G528500,TraesCS5D02G527700,"HORVU.MOREX.r2.5HG0442620.1, HORVU.MOREX.r2.5HG0442650.1","TRIDC4AG051910.1, TRIDC5BG078620.1","TraesCS4A02G345000, TraesCS1A02G406900, TraesCS5B02G528500, TraesCS5D02G527700",0.9473684210526316,0.4,0.55,1.7224880382775118,2.3684210526315788,1.375
N1.HOG0004301,OG0001226,n0,,"TRIDC6AG002510.1, TRIDC6AG002520.1","TRIDC6BG003460.1, TRIDC0UG025990.1, TRIDC0UG024100.1, TRIDC6BG003430.1, TRIDC6BG003470.1, TRIDC6BG003440.1","TraesCS6A02G021600, TraesCS6A02G021500, TraesCS6A02G021700","TraesCS6B02G029300, TraesCS6B02G029200","TraesCS6D02G025300, TraesCS6D02G025400","HORVU.MOREX.r2.6HG0450750.1, HORVU.MOREX.r2.6HG0450770.1, HORVU.MOREX.r2.6HG0450760.1, HORVU.MOREX.r2.6HG0450780.1","TRIDC6AG002510.1, TRIDC6AG002520.1, TRIDC6BG003460.1, TRIDC0UG025990.1, TRIDC0UG024100.1, TRIDC6BG003430.1, TRIDC6BG003470.1, TRIDC6BG003440.1","TraesCS6A02G021600, TraesCS6A02G021500, TraesCS6A02G021700, TraesCS6B02G029300, TraesCS6B02G029200, TraesCS6D02G025300, TraesCS6D02G025400",0.9473684210526316,0.4666666666666667,0.58125,1.6298811544991512,2.030075187969925,1.2455357142857144
N1.HOG0004342,OG0001247,n12,,TRIDC3AG001350.1,TRIDC3BG004470.1,TraesCS3A02G016400,,TraesCS3D02G028200,HORVU.MOREX.r2.3HG0183620.1,"TRIDC3AG001350.1, TRIDC3BG004470.1","TraesCS3A02G016400, TraesCS3D02G028200",0.9473684210526316,0.7333333333333334,0.85,1.1145510835913313,1.291866028708134,1.159090909090909
N1.HOG0004395,OG0001269,n2,,TRIDC4AG045010.1,TRIDC4BG003600.1,TraesCS4A02G292700,TraesCS4B02G020700,"TraesCS4D02G019100, TraesCS4D02G018800",HORVU.MOREX.r2.4HG0278320.1,"TRIDC4AG045010.1, TRIDC4BG003600.1","TraesCS4A02G292700, TraesCS4B02G020700, TraesCS4D02G019100, TraesCS4D02G018800",0.9473684210526316,0.6333333333333333,0.75,1.2631578947368423,1.4958448753462605,1.1842105263157896
N1.HOG0004430,OG0001284,n7,,"TRIDC7AG002290.1, TRIDC4AG068320.1, TRIDC4AG068330.1",,"TraesCS4A02G463800, TraesCS7A02G025100, TraesCS4A02G463900, TraesCS7A02G025200",,"TraesCS7D02G023100, TraesCS7D02G043400, TraesCS7D02G023000",HORVU.MOREX.r2.7HG0529530.1,"TRIDC7AG002290.1, TRIDC4AG068320.1, TRIDC4AG068330.1","TraesCS4A02G463800, TraesCS7A02G025100, TraesCS4A02G463900, TraesCS7A02G025200, TraesCS7D02G023100, TraesCS7D02G043400, TraesCS7D02G023000",0.9473684210526316,0.55,0.65,1.45748987854251,1.7224880382775118,1.1818181818181817
N1.HOG0004432,OG0001285,n8,,TRIDC1AG049640.1,,TraesCS1A02G369100,TraesCS1B02G387800,TraesCS1D02G374700,"HORVU.MOREX.r2.7HG0541500.1, HORVU.MOREX.r2.1HG0070300.1",TRIDC1AG049640.1,"TraesCS1A02G369100, TraesCS1B02G387800, TraesCS1D02G374700",0.9473684210526316,0.06666666666666665,0.85,1.1145510835913313,14.210526315789478,12.750000000000002
N1.HOG0004552,OG0001333,n2,,TRIDC4AG046940.1,TRIDC4BG001090.1,TraesCS4A02G309600,"TraesCS4B02G005100, TraesCS4B02G004800","TraesCSU02G060400, TraesCS4D02G004100, TraesCS4D02G004200, TraesCSU02G060800, TraesCSU02G061700","HORVU.MOREX.r2.4HG0276440.1, HORVU.MOREX.r2.4HG0276410.1","TRIDC4AG046940.1, TRIDC4BG001090.1","TraesCS4A02G309600, TraesCS4B02G005100, TraesCS4B02G004800, TraesCSU02G060400, TraesCS4D02G004100, TraesCS4D02G004200, TraesCSU02G060800, TraesCSU02G061700",0.736842105263158,0.33333333333333337,0.725,1.016333938294011,2.2105263157894735,2.175
N1.HOG0004567,OG0001339,n0,,"TRIDC2AG081620.1, TRIDC4AG070740.1, TRIDC2AG081940.1, TRIDC7AG075880.1","TRIDC0UG006440.1, TRIDC0UG020190.1, TRIDC2BG090970.1, TRIDC5BG071100.1, TRIDC0UG027450.1, TRIDC1BG000210.1, TRIDC7BG072590.1, TRIDC7BG072540.1","TraesCS1A02G002900, TraesCS5A02G005400",,"TraesCSU02G207100, TraesCSU02G099300",HORVU.MOREX.r2.7HG0621230.1,"TRIDC2AG081620.1, TRIDC4AG070740.1, TRIDC2AG081940.1, TRIDC7AG075880.1, TRIDC0UG006440.1, TRIDC0UG020190.1, TRIDC2BG090970.1, TRIDC5BG071100.1, TRIDC0UG027450.1, TRIDC1BG000210.1, TRIDC7BG072590.1, TRIDC7BG072540.1","TraesCS1A02G002900, TraesCS5A02G005400, TraesCSU02G207100, TraesCSU02G099300",0.8947368421052632,0.2666666666666667,0.575,1.5560640732265447,3.3552631578947363,2.1562499999999996
