HOG,OG,Gene Tree Parent Clade,Bdistachyon_pep,EM_A_pep,EM_B_pep,TaCS_A_pep_longest,TaCS_B_pep_longest,TaCS_D_pep_longest,barley,emmer,wheat,barley_rates,wheat_rates,emmer_rates,barley/emmer,barley/wheat,emmer/wheat
N1.HOG0008509,OG0003397,n5,,TRIDC1AG022480.1,TRIDC1BG027240.1,TraesCS1A02G147700,TraesCS1B02G165800,TraesCS1D02G145700,HORVU.MOREX.r2.1HG0031890.1,"TRIDC1AG022480.1, TRIDC1BG027240.1","TraesCS1A02G147700, TraesCS1B02G165800, TraesCS1D02G145700",0.9473684210526316,0.9333333333333333,,,1.0150375939849625,
N1.HOG0008517,OG0003402,n0,,"TRIDC5AG065000.1, TRIDC5AG064990.1",,TraesCS5A02G453000,TraesCS5B02G462000,"TraesCS5D02G463500, TraesCS5D02G463800, TraesCS5D02G463400",HORVU.MOREX.r2.5HG0433930.1,"TRIDC5AG065000.1, TRIDC5AG064990.1","TraesCS5A02G453000, TraesCS5B02G462000, TraesCS5D02G463500, TraesCS5D02G463800, TraesCS5D02G463400",0.8947368421052632,0.6666666666666667,,,1.3421052631578947,
N1.HOG0008521,OG0003406,n1,,,,,,,HORVU.MOREX.r2.4HG0334660.1,,,0.42105263157894735,,,,,
N1.HOG0008522,OG0003406,n3,,,,,,,HORVU.MOREX.r2.2HG0150400.1,,,0.4736842105263158,,,,,
N1.HOG0008529,OG0003410,n3,,TRIDC4AG063170.1,"TRIDC5BG045230.1, TRIDC1BG017530.1","TraesCS4A02G425100, TraesCS7A02G063900",TraesCS7B02G366200,TraesCS7D02G058800,HORVU.MOREX.r2.7HG0534870.1,"TRIDC4AG063170.1, TRIDC5BG045230.1, TRIDC1BG017530.1","TraesCS4A02G425100, TraesCS7A02G063900, TraesCS7B02G366200, TraesCS7D02G058800",0.8421052631578947,0.7333333333333334,0.825,1.0207336523125996,1.1483253588516744,1.1249999999999998
N1.HOG0008538,OG0003415,n1,,TRIDC7AG057090.1,TRIDC7BG049490.1,TraesCS7A02G409100,TraesCS7B02G308800,TraesCS7D02G402300,HORVU.MOREX.r2.7HG0601970.1,"TRIDC7AG057090.1, TRIDC7BG049490.1","TraesCS7A02G409100, TraesCS7B02G308800, TraesCS7D02G402300",0.8421052631578947,,,,,
N1.HOG0008544,OG0003418,n6,,TRIDC5AG069020.1,TRIDC5BG074470.1,TraesCS5A02G484300,TraesCS5B02G497800,TraesCS5D02G497900,HORVU.MOREX.r2.5HG0438370.1,"TRIDC5AG069020.1, TRIDC5BG074470.1","TraesCS5A02G484300, TraesCS5B02G497800, TraesCS5D02G497900",0.9473684210526316,,,,,
N1.HOG0008556,OG0003423,n8,,,"TRIDC6BG048660.1, TRIDC6BG048650.1",,,TraesCS6D02G205800,HORVU.MOREX.r2.2HG0164800.1,"TRIDC6BG048660.1, TRIDC6BG048650.1",TraesCS6D02G205800,0.3157894736842105,0.5333333333333333,0.85,0.3715170278637771,0.5921052631578947,1.59375
N1.HOG0008566,OG0003428,n1,,,,TraesCS6A02G011000,TraesCS6B02G468100,,HORVU.MOREX.r2.7HG0623660.1,,"TraesCS6A02G011000, TraesCS6B02G468100",0.7894736842105263,,,,,
N1.HOG0008568,OG0003429,n0,,TRIDC5AG074370.1,"TRIDC4BG059470.1, TRIDC4BG059460.1",TraesCS5A02G524800,TraesCS4B02G355600,TraesCS4D02G349000,"HORVU.MOREX.r2.2HG0108170.1, HORVU.MOREX.r2.7HG0593650.1, HORVU.MOREX.r2.1HG0064320.1, HORVU.MOREX.r2.4HG0344750.1, HORVU.MOREX.r2.7HG0620150.1","TRIDC5AG074370.1, TRIDC4BG059470.1, TRIDC4BG059460.1","TraesCS5A02G524800, TraesCS4B02G355600, TraesCS4D02G349000",0.9473684210526316,0.9333333333333333,0.25,3.7894736842105265,1.0150375939849625,0.26785714285714285
N1.HOG0008573,OG0003432,n2,,TRIDC3AG007950.1,TRIDC3BG010800.1,,TraesCS3B02G080500,TraesCS3D02G067000,HORVU.MOREX.r2.3HG0190480.1,"TRIDC3AG007950.1, TRIDC3BG010800.1","TraesCS3B02G080500, TraesCS3D02G067000",0.3157894736842105,0.8666666666666667,,,0.36437246963562747,
N1.HOG0008574,OG0003432,n6,,TRIDC7AG076600.1,TRIDC7BG073390.1,TraesCS7A02G551300,TraesCS7B02G474600,TraesCS7D02G536400,HORVU.MOREX.r2.7HG0623330.1,"TRIDC7AG076600.1, TRIDC7BG073390.1","TraesCS7A02G551300, TraesCS7B02G474600, TraesCS7D02G536400",0.8947368421052632,0.8666666666666667,,,1.0323886639676112,
N1.HOG0008577,OG0003434,n3,,,TRIDC3BG075220.1,TraesCS3A02G470900,TraesCS3B02G513600,,HORVU.MOREX.r2.3HG0263860.1,TRIDC3BG075220.1,"TraesCS3A02G470900, TraesCS3B02G513600",0.7894736842105263,0.5666666666666667,,,1.3931888544891642,
N1.HOG0008580,OG0003435,n7,,,TRIDC6BG061510.1,,TraesCS6B02G384700,,"HORVU.MOREX.r2.6HG0516920.1, HORVU.MOREX.r2.6HG0516930.1",TRIDC6BG061510.1,TraesCS6B02G384700,0.8947368421052632,,,,,
N1.HOG0008582,OG0003437,n1,,,,TraesCS7A02G527800,TraesCS7B02G444500,TraesCS7D02G515700,HORVU.MOREX.r2.7HG0619270.1,,"TraesCS7A02G527800, TraesCS7B02G444500, TraesCS7D02G515700",0.8421052631578947,0.6333333333333333,,,1.3296398891966759,
N1.HOG0008585,OG0003438,n7,,TRIDC5AG070180.1,,TraesCS5A02G493100,TraesCS4B02G319100,TraesCS4D02G315600,HORVU.MOREX.r2.4HG0342430.1,TRIDC5AG070180.1,"TraesCS5A02G493100, TraesCS4B02G319100, TraesCS4D02G315600",0.9473684210526316,0.7333333333333334,,,1.291866028708134,
N1.HOG0008609,OG0003452,n7,,,,TraesCS2A02G104800,TraesCS2B02G121800,TraesCS2D02G104500,"HORVU.MOREX.r2.2HG0091840.1, HORVU.MOREX.r2.7HG0584730.1",,"TraesCS2A02G104800, TraesCS2B02G121800, TraesCS2D02G104500",0.9473684210526316,0.9333333333333333,,,1.0150375939849625,
N1.HOG0008616,OG0003456,n4,,,TRIDC4BG055690.1,TraesCS5A02G503600,TraesCS4B02G332500,TraesCS4D02G329200,"HORVU.MOREX.r2.4HG0348630.1, HORVU.MOREX.r2.4HG0340610.1",TRIDC4BG055690.1,"TraesCS5A02G503600, TraesCS4B02G332500, TraesCS4D02G329200",0.736842105263158,0.2666666666666667,,,2.763157894736842,
N1.HOG0008618,OG0003458,n0,,"TRIDC4AG009850.1, TRIDC7AG074150.1","TRIDC4BG040810.1, TRIDC4BG040860.1","TraesCS7A02G531000, TraesCS4A02G075700","TraesCS2B02G000500, TraesCS4B02G231500","TraesCS7D02G518900, TraesCS4D02G232900",HORVU.MOREX.r2.4HG0327510.1,"TRIDC4AG009850.1, TRIDC7AG074150.1, TRIDC4BG040810.1, TRIDC4BG040860.1","TraesCS7A02G531000, TraesCS4A02G075700, TraesCS2B02G000500, TraesCS4B02G231500, TraesCS7D02G518900, TraesCS4D02G232900",0.9473684210526316,0.5,0.95,0.9972299168975071,1.8947368421052633,1.9
N1.HOG0008626,OG0003462,n2,,TRIDC7AG004200.1,,"TraesCS7A02G042000, TraesCS1A02G325300, TraesCS4A02G446200",,"TraesCS1D02G326500, TraesCS7D02G037500, TraesCS7D02G037600","HORVU.MOREX.r2.7HG0531950.1, HORVU.MOREX.r2.7HG0532000.1",TRIDC7AG004200.1,"TraesCS7A02G042000, TraesCS1A02G325300, TraesCS4A02G446200, TraesCS1D02G326500, TraesCS7D02G037500, TraesCS7D02G037600",0.8421052631578947,0.7333333333333334,0.9,0.935672514619883,1.1483253588516744,1.2272727272727273
N1.HOG0008632,OG0003465,n7,,,,TraesCS7A02G523900,TraesCS7B02G441200,TraesCS7D02G512900,HORVU.MOREX.r2.7HG0618940.1,,"TraesCS7A02G523900, TraesCS7B02G441200, TraesCS7D02G512900",0.5789473684210527,,,,,
N1.HOG0008642,OG0003471,n6,,TRIDC3AG000600.1,TRIDC3BG003390.1,TraesCS3A02G025300,,TraesCS3D02G020700,"HORVU.MOREX.r2.3HG0186310.1, HORVU.MOREX.r2.3HG0186300.1","TRIDC3AG000600.1, TRIDC3BG003390.1","TraesCS3A02G025300, TraesCS3D02G020700",0.8947368421052632,0.5,0.6,1.4912280701754386,1.7894736842105263,1.2
N1.HOG0008646,OG0003473,n6,,,TRIDC2BG003400.1,TraesCS2A02G028800,TraesCS2B02G041600,TraesCS2D02G031100,HORVU.MOREX.r2.2HG0082090.1,TRIDC2BG003400.1,"TraesCS2A02G028800, TraesCS2B02G041600, TraesCS2D02G031100",0.8947368421052632,0.6666666666666667,0.55,1.6267942583732056,1.3421052631578947,0.825
N1.HOG0008648,OG0003474,n6,,TRIDC7AG052560.1,,TraesCS7A02G376300,TraesCS7B02G277800,TraesCS7D02G372700,HORVU.MOREX.r2.7HG0596820.1,TRIDC7AG052560.1,"TraesCS7A02G376300, TraesCS7B02G277800, TraesCS7D02G372700",0.7894736842105263,,,,,
N1.HOG0008673,OG0003487,n1,,TRIDC7AG072580.1,TRIDC7BG068760.1,TraesCS7A02G517700,TraesCS7B02G433800,TraesCS7D02G507600,HORVU.MOREX.r2.7HG0617860.1,"TRIDC7AG072580.1, TRIDC7BG068760.1","TraesCS7A02G517700, TraesCS7B02G433800, TraesCS7D02G507600",0.9473684210526316,0.4666666666666667,,,2.030075187969925,
N1.HOG0008687,OG0003495,n3,,TRIDC6AG055480.1,"TRIDC3BG067570.1, TRIDC7BG005370.1, TRIDC4BG059820.1",TraesCS3A02G421900,TraesCS3B02G457100,TraesCS3D02G417000,HORVU.MOREX.r2.6HG0520000.1,"TRIDC6AG055480.1, TRIDC3BG067570.1, TRIDC7BG005370.1, TRIDC4BG059820.1","TraesCS3A02G421900, TraesCS3B02G457100, TraesCS3D02G417000",0.9473684210526316,0.6,0.875,1.0827067669172934,1.5789473684210529,1.4583333333333335
N1.HOG0008691,OG0003497,n2,,,"TRIDC5BG009740.1, TRIDC5BG076030.1",TraesCS5A02G057700,TraesCS5B02G059100,TraesCS5D02G068900,HORVU.MOREX.r2.5HG0360070.1,"TRIDC5BG009740.1, TRIDC5BG076030.1","TraesCS5A02G057700, TraesCS5B02G059100, TraesCS5D02G068900",0.9473684210526316,0.1333333333333333,,,7.105263157894739,
N1.HOG0008712,OG0003509,n0,,,TRIDC7BG020370.1,"TraesCS3A02G055900, TraesCS7A02G230100, TraesCS7A02G230200","TraesCS3B02G068700, TraesCS7B02G196000, TraesCS7B02G196100, TraesCS7B02G196200","TraesCS3D02G056000, TraesCS7D02G230800",HORVU.MOREX.r2.7HG0561180.1,TRIDC7BG020370.1,"TraesCS3A02G055900, TraesCS7A02G230100, TraesCS7A02G230200, TraesCS3B02G068700, TraesCS7B02G196000, TraesCS7B02G196100, TraesCS7B02G196200, TraesCS3D02G056000, TraesCS7D02G230800",0.8421052631578947,0.4666666666666667,,,1.8045112781954886,
N1.HOG0008716,OG0003512,n6,,TRIDC5AG078190.1,TRIDC4BG064280.1,,TraesCS4B02G392600,TraesCSU02G034000,HORVU.MOREX.r2.4HG0347600.1,"TRIDC5AG078190.1, TRIDC4BG064280.1","TraesCS4B02G392600, TraesCSU02G034000",0.21052631578947367,0.9333333333333333,0.9,0.23391812865497075,0.22556390977443608,0.9642857142857143
N1.HOG0008720,OG0003515,n5,,,,"TraesCS7A02G031900, TraesCS4A02G457500",,TraesCS7D02G028400,HORVU.MOREX.r2.7HG0530430.1,,"TraesCS7A02G031900, TraesCS4A02G457500, TraesCS7D02G028400",0.9473684210526316,0.9333333333333333,,,1.0150375939849625,
N1.HOG0008737,OG0003524,n2,,,TRIDC0UG006930.1,,TraesCS2B02G059500,TraesCS2D02G046600,"HORVU.MOREX.r2.2HG0083830.1, HORVU.MOREX.r2.2HG0083880.1",TRIDC0UG006930.1,"TraesCS2B02G059500, TraesCS2D02G046600",0.736842105263158,,0.7,1.0526315789473686,,
N1.HOG0008748,OG0003531,n0,,"TRIDC7AG012170.1, TRIDC4AG057250.1, TRIDC7AG011650.1",,"TraesCS4A02G403000, TraesCS7A02G104600, TraesCS4A02G399800, TraesCS4A02G399500, TraesCS7A02G100400",,TraesCS7D02G094700,HORVU.MOREX.r2.7HG0540000.1,"TRIDC7AG012170.1, TRIDC4AG057250.1, TRIDC7AG011650.1","TraesCS4A02G403000, TraesCS7A02G104600, TraesCS4A02G399800, TraesCS4A02G399500, TraesCS7A02G100400, TraesCS7D02G094700",0.26315789473684215,0.5,,,0.5263157894736843,
N1.HOG0008759,OG0003537,n6,,TRIDC5AG031970.1,TRIDC5BG033600.1,TraesCS5A02G187700,TraesCS5B02G195900,TraesCS5D02G203300,HORVU.MOREX.r2.5HG0395460.1,"TRIDC5AG031970.1, TRIDC5BG033600.1","TraesCS5A02G187700, TraesCS5B02G195900, TraesCS5D02G203300",0.21052631578947367,0.7333333333333334,,,0.2870813397129186,
N1.HOG0008767,OG0003542,n0,,,"TRIDC3BG078250.1, TRIDC3BG078200.1, TRIDC3BG078280.1",,"TraesCS3B02G540000, TraesCS3B02G539900, TraesCS3B02G539600, TraesCS3B02G539400","TraesCS3D02G486400, TraesCS3D02G486700, TraesCS3D02G486600",HORVU.MOREX.r2.3HG0267160.1,"TRIDC3BG078250.1, TRIDC3BG078200.1, TRIDC3BG078280.1","TraesCS3B02G540000, TraesCS3B02G539900, TraesCS3B02G539600, TraesCS3B02G539400, TraesCS3D02G486400, TraesCS3D02G486700, TraesCS3D02G486600",0.9473684210526316,0.9333333333333333,0.44999999999999996,2.105263157894737,1.0150375939849625,0.4821428571428571
N1.HOG0008768,OG0003543,n6,,,TRIDC6BG067560.1,,TraesCS6B02G431300,,HORVU.MOREX.r2.6HG0522600.1,TRIDC6BG067560.1,TraesCS6B02G431300,0.7894736842105263,,,,,
N1.HOG0008769,OG0003543,n8,,,TRIDC5BG073560.1,,TraesCS5B02G491600,,HORVU.MOREX.r2.5HG0437510.1,TRIDC5BG073560.1,TraesCS5B02G491600,0.10526315789473684,0.06666666666666665,0.55,0.1913875598086124,1.5789473684210529,8.250000000000002
N1.HOG0008771,OG0003544,n0,,TRIDC3AG069720.1,,TraesCS3A02G513400,,"TraesCS3D02G494700, TraesCS3D02G522100",HORVU.MOREX.r2.3HG0268360.1,TRIDC3AG069720.1,"TraesCS3A02G513400, TraesCS3D02G494700, TraesCS3D02G522100",0.6842105263157895,0.3666666666666667,,,1.8660287081339713,
N1.HOG0008772,OG0003545,n1,,TRIDC5AG017090.1,TRIDC5BG020130.1,,TraesCS5B02G114000,,HORVU.MOREX.r2.5HG0378240.1,"TRIDC5AG017090.1, TRIDC5BG020130.1",TraesCS5B02G114000,0.9473684210526316,,,,,
N1.HOG0008781,OG0003549,n9,,TRIDC6AG055560.1,,TraesCS6A02G372400,,,HORVU.MOREX.r2.7HG0547350.1,TRIDC6AG055560.1,TraesCS6A02G372400,0.9473684210526316,0.9333333333333333,0.95,0.9972299168975071,1.0150375939849625,1.0178571428571428
N1.HOG0008785,OG0003552,n1,,TRIDC2AG067720.1,"TRIDC5BG053700.1, TRIDC0UG021290.1",TraesCS2A02G479300,TraesCS2B02G503700,,HORVU.MOREX.r2.2HG0165350.1,"TRIDC2AG067720.1, TRIDC5BG053700.1, TRIDC0UG021290.1","TraesCS2A02G479300, TraesCS2B02G503700",0.6842105263157895,0.8,0.42500000000000004,1.609907120743034,0.8552631578947368,0.53125
N1.HOG0008786,OG0003552,n7,,,TRIDC5BG053610.1,TraesCS5A02G339700,TraesCS5B02G338300,,HORVU.MOREX.r2.5HG0416600.1,TRIDC5BG053610.1,"TraesCS5A02G339700, TraesCS5B02G338300",0.9473684210526316,0.6,,,1.5789473684210529,
N1.HOG0008789,OG0003554,n5,,TRIDC7AG077510.1,,TraesCS7A02G558500,TraesCS7B02G483400,TraesCS7D02G551400,HORVU.MOREX.r2.UnG0626650.1,TRIDC7AG077510.1,"TraesCS7A02G558500, TraesCS7B02G483400, TraesCS7D02G551400",0.8947368421052632,0.8666666666666667,,,1.0323886639676112,
N1.HOG0008800,OG0003559,n7,,,,TraesCS1A02G046400,TraesCS1B02G059900,"TraesCS1D02G047200, TraesCS1D02G047300",HORVU.MOREX.r2.1HG0005850.1,,"TraesCS1A02G046400, TraesCS1B02G059900, TraesCS1D02G047200, TraesCS1D02G047300",0.736842105263158,0.6,,,1.2280701754385968,
N1.HOG0008802,OG0003560,n6,,TRIDC4AG046420.1,TRIDC4BG000010.1,,"TraesCS4B02G010000, TraesCS4B02G010100",TraesCS7D02G059800,HORVU.MOREX.r2.3HG0261660.1,"TRIDC4AG046420.1, TRIDC4BG000010.1","TraesCS4B02G010000, TraesCS4B02G010100, TraesCS7D02G059800",0.8947368421052632,0.8666666666666667,0.95,0.9418282548476454,1.0323886639676112,1.096153846153846
N1.HOG0008808,OG0003563,n6,,,TRIDC5BG026960.1,TraesCS5A02G155400,TraesCS5B02G153700,TraesCS5D02G160500,HORVU.MOREX.r2.5HG0386050.1,TRIDC5BG026960.1,"TraesCS5A02G155400, TraesCS5B02G153700, TraesCS5D02G160500",0.8947368421052632,,,,,
N1.HOG0008815,OG0003567,n3,,,,TraesCS3A02G042200,TraesCS3B02G041500,,"HORVU.MOREX.r2.3HG0184510.1, HORVU.MOREX.r2.3HG0184500.1",,"TraesCS3A02G042200, TraesCS3B02G041500",0.8947368421052632,0.33333333333333337,,,2.6842105263157894,
N1.HOG0008817,OG0003568,n0,,TRIDC7AG021500.1,"TRIDC7BG011540.1, TRIDC7BG011730.1",TraesCS7A02G173000,"TraesCS7B02G077800, TraesCS7B02G078300","TraesCS7D02G174100, TraesCS7D02G174300","HORVU.MOREX.r2.5HG0399110.1, HORVU.MOREX.r2.7HG0550810.1","TRIDC7AG021500.1, TRIDC7BG011540.1, TRIDC7BG011730.1","TraesCS7A02G173000, TraesCS7B02G077800, TraesCS7B02G078300, TraesCS7D02G174100, TraesCS7D02G174300",0.6842105263157895,,0.95,0.7202216066481995,,
N1.HOG0008828,OG0003576,n0,,TRIDC5AG001760.1,"TRIDC3BG070460.1, TRIDC5BG001550.1",TraesCS5A02G010800,"TraesCS5B02G008600, TraesCS3B02G478200",TraesCS5D02G015600,"HORVU.MOREX.r2.5HG0350180.1, HORVU.MOREX.r2.5HG0350200.1, HORVU.MOREX.r2.5HG0410810.1, HORVU.MOREX.r2.5HG0356500.1","TRIDC5AG001760.1, TRIDC3BG070460.1, TRIDC5BG001550.1","TraesCS5A02G010800, TraesCS5B02G008600, TraesCS3B02G478200, TraesCS5D02G015600",0.9473684210526316,0.5333333333333333,0.5,1.8947368421052633,1.7763157894736843,0.9375
N1.HOG0008830,OG0003578,n0,,TRIDC5AG012750.1,TRIDC5BG014560.1,TraesCS5A02G082900,TraesCS5B02G089000,TraesCS5D02G095300,HORVU.MOREX.r2.5HG0366130.1,"TRIDC5AG012750.1, TRIDC5BG014560.1","TraesCS5A02G082900, TraesCS5B02G089000, TraesCS5D02G095300",0.9473684210526316,0.19999999999999996,,,4.736842105263159,
N1.HOG0008835,OG0003583,n3,,TRIDC6AG053490.1,,TraesCS6A02G356000,,,HORVU.MOREX.r2.4HG0275910.1,TRIDC6AG053490.1,TraesCS6A02G356000,0.21052631578947367,,0.85,0.2476780185758514,,
N1.HOG0008836,OG0003583,n5,,"TRIDC6AG047080.1, TRIDC5AG006450.1",,"TraesCS6A02G312900, TraesCS5A02G042300",,"TraesCS6D02G292400, TraesCS5D02G050600",HORVU.MOREX.r2.5HG0356210.1,"TRIDC6AG047080.1, TRIDC5AG006450.1","TraesCS6A02G312900, TraesCS5A02G042300, TraesCS6D02G292400, TraesCS5D02G050600",0.8947368421052632,0.8,,,1.118421052631579,
N1.HOG0008841,OG0003585,n7,,,TRIDC7BG020080.1,TraesCS7A02G223500,TraesCS7B02G190300,TraesCS7D02G225100,HORVU.MOREX.r2.7HG0559940.1,TRIDC7BG020080.1,"TraesCS7A02G223500, TraesCS7B02G190300, TraesCS7D02G225100",0.8947368421052632,0.1333333333333333,,,6.710526315789475,
N1.HOG0008843,OG0003587,n0,,"TRIDC4AG047310.1, TRIDC4AG047240.1",TRIDC4BG001340.1,TraesCS4A02G311400,"TraesCS4B02G003400, TraesCS4B02G002900","TraesCS4D02G002700, TraesCS4D02G003400, TraesCS4D02G003200","HORVU.MOREX.r2.4HG0276320.1, HORVU.MOREX.r2.4HG0276230.1","TRIDC4AG047310.1, TRIDC4AG047240.1, TRIDC4BG001340.1","TraesCS4A02G311400, TraesCS4B02G003400, TraesCS4B02G002900, TraesCS4D02G002700, TraesCS4D02G003400, TraesCS4D02G003200",0.9210526315789473,0.5833333333333333,0.25,3.6842105263157894,1.5789473684210529,0.4285714285714286
N1.HOG0008845,OG0003588,n6,,TRIDC4AG026910.1,,TraesCS4A02G167800,,"TraesCSU02G068300, TraesCS4D02G147200",HORVU.MOREX.r2.4HG0302250.1,TRIDC4AG026910.1,"TraesCS4A02G167800, TraesCSU02G068300, TraesCS4D02G147200",0.8947368421052632,0.6666666666666667,0.9,0.9941520467836257,1.3421052631578947,1.3499999999999999
N1.HOG0008921,OG0003633,n2,,,TRIDC4BG042880.1,,TraesCS4B02G245300,TraesCS4D02G244100,HORVU.MOREX.r2.4HG0329730.1,TRIDC4BG042880.1,"TraesCS4B02G245300, TraesCS4D02G244100",0.8947368421052632,,,,,
N1.HOG0008929,OG0003638,n1,,,,TraesCS2A02G358100,TraesCS2B02G377500,TraesCS2D02G356900,HORVU.MOREX.r2.2HG0148400.1,,"TraesCS2A02G358100, TraesCS2B02G377500, TraesCS2D02G356900",0.9473684210526316,0.4666666666666667,,,2.030075187969925,
N1.HOG0008939,OG0003643,n9,,,,,TraesCS2B02G577800,TraesCS2D02G548000,HORVU.MOREX.r2.2HG0176200.1,,"TraesCS2B02G577800, TraesCS2D02G548000",0.9473684210526316,0.2666666666666667,,,3.552631578947368,
N1.HOG0008955,OG0003652,n8,,TRIDC2AG078250.1,,TraesCS2A02G589300,TraesCS2B02G594400,,HORVU.MOREX.r2.7HG0618460.1,TRIDC2AG078250.1,"TraesCS2A02G589300, TraesCS2B02G594400",0.8947368421052632,0.33333333333333337,0.95,0.9418282548476454,2.6842105263157894,2.8499999999999996
N1.HOG0008974,OG0003663,n4,,,,TraesCS2A02G322700,TraesCS2B02G359900,TraesCS2D02G340200,HORVU.MOREX.r2.2HG0145780.1,,"TraesCS2A02G322700, TraesCS2B02G359900, TraesCS2D02G340200",0.9473684210526316,0.9333333333333333,,,1.0150375939849625,
N1.HOG0008984,OG0003669,n1,,TRIDC3AG035490.1,,TraesCS3A02G237100,TraesCS3B02G265700,TraesCS3D02G237500,HORVU.MOREX.r2.3HG0229140.1,TRIDC3AG035490.1,"TraesCS3A02G237100, TraesCS3B02G265700, TraesCS3D02G237500",0.9473684210526316,0.8666666666666667,,,1.0931174089068827,
N1.HOG0008995,OG0003675,n1,,TRIDC3AG041540.1,TRIDC3BG046880.1,TraesCS3A02G280400,,TraesCS3D02G280200,HORVU.MOREX.r2.3HG0238260.1,"TRIDC3AG041540.1, TRIDC3BG046880.1","TraesCS3A02G280400, TraesCS3D02G280200",0.9473684210526316,,,,,
N1.HOG0009002,OG0003679,n1,,TRIDC1AG035720.1,,TraesCS1A02G237100,,TraesCS1D02G235300,HORVU.MOREX.r2.1HG0047600.1,TRIDC1AG035720.1,"TraesCS1A02G237100, TraesCS1D02G235300",0.631578947368421,0.6,,,1.0526315789473684,
N1.HOG0009034,OG0003699,n0,,"TRIDC3AG026190.1, TRIDC7AG065860.1","TRIDC3BG029850.1, TRIDC7BG059430.1","TraesCS3A02G188500, TraesCS7A02G471300","TraesCS3B02G217200, TraesCS7B02G373300","TraesCS3D02G191500, TraesCS7D02G458700",HORVU.MOREX.r2.7HG0611340.1,"TRIDC3AG026190.1, TRIDC7AG065860.1, TRIDC3BG029850.1, TRIDC7BG059430.1","TraesCS3A02G188500, TraesCS7A02G471300, TraesCS3B02G217200, TraesCS7B02G373300, TraesCS3D02G191500, TraesCS7D02G458700",0.9473684210526316,0.06666666666666665,0.775,1.2224108658743633,14.210526315789478,11.625000000000004
N1.HOG0009044,OG0003705,n0,,TRIDC1AG039670.1,"TRIDC1BG045140.1, TRIDC1BG045120.1","TraesCS1A02G265900, TraesCS1A02G265700","TraesCS1B02G276900, TraesCS1B02G276700","TraesCS1D02G266100, TraesCS1D02G265900","HORVU.MOREX.r2.1HG0053720.1, HORVU.MOREX.r2.1HG0053690.1","TRIDC1AG039670.1, TRIDC1BG045140.1, TRIDC1BG045120.1","TraesCS1A02G265900, TraesCS1A02G265700, TraesCS1B02G276900, TraesCS1B02G276700, TraesCS1D02G266100, TraesCS1D02G265900",0.736842105263158,0.9333333333333333,,,0.7894736842105263,
N1.HOG0009046,OG0003706,n3,,,TRIDC3BG013540.1,,TraesCS2B02G617300,"TraesCS7D02G538900, TraesCS7D02G539100","HORVU.MOREX.r2.7HG0621570.1, HORVU.MOREX.r2.1HG0009370.1, HORVU.MOREX.r2.UnG0631430.1, HORVU.MOREX.r2.1HG0002940.1",TRIDC3BG013540.1,"TraesCS2B02G617300, TraesCS7D02G538900, TraesCS7D02G539100",0.9210526315789473,0.19999999999999996,,,4.605263157894738,
N1.HOG0009067,OG0003720,n2,,TRIDC3AG056890.1,TRIDC3BG063810.1,TraesCS3A02G399100,TraesCS3B02G432100,TraesCS3D02G393300,HORVU.MOREX.r2.3HG0255580.1,"TRIDC3AG056890.1, TRIDC3BG063810.1","TraesCS3A02G399100, TraesCS3B02G432100, TraesCS3D02G393300",0.8947368421052632,0.8,,,1.118421052631579,
N1.HOG0009069,OG0003721,n3,,,,TraesCS3A02G311000,TraesCS3B02G161100,TraesCS3D02G143600,HORVU.MOREX.r2.3HG0202950.1,,"TraesCS3A02G311000, TraesCS3B02G161100, TraesCS3D02G143600",0.8947368421052632,,,,,
N1.HOG0009087,OG0003731,n4,,,,TraesCS3A02G302100,TraesCS3B02G334500,TraesCS3D02G299900,HORVU.MOREX.r2.3HG0241930.1,,"TraesCS3A02G302100, TraesCS3B02G334500, TraesCS3D02G299900",0.736842105263158,,,,,
N1.HOG0009089,OG0003732,n0,,"TRIDC4AG048210.1, TRIDC4AG053690.1","TRIDC4BG000230.1, TRIDC2BG004080.1, TRIDC6BG007720.1, TRIDC6BG007690.1, TRIDC6BG007610.1",TraesCS6A02G044100,,"TraesCS5D02G569000, TraesCS6D02G051100",HORVU.MOREX.r2.5HG0446750.1,"TRIDC4AG048210.1, TRIDC4AG053690.1, TRIDC4BG000230.1, TRIDC2BG004080.1, TRIDC6BG007720.1, TRIDC6BG007690.1, TRIDC6BG007610.1","TraesCS6A02G044100, TraesCS5D02G569000, TraesCS6D02G051100",0.21052631578947367,0.6333333333333333,0.53,0.3972194637537239,0.33240997229916897,0.8368421052631579
N1.HOG0009095,OG0003736,n0,,,"TRIDC1BG000290.1, TRIDC0UG003450.1",,"TraesCS1B02G004900, TraesCS1B02G002700, TraesCS5B02G343800","TraesCS2D02G091600, TraesCSU02G173700, TraesCS5D02G349600","HORVU.MOREX.r2.1HG0007530.1, HORVU.MOREX.r2.1HG0007040.1, HORVU.MOREX.r2.1HG0000240.1","TRIDC1BG000290.1, TRIDC0UG003450.1","TraesCS1B02G004900, TraesCS1B02G002700, TraesCS5B02G343800, TraesCS2D02G091600, TraesCSU02G173700, TraesCS5D02G349600",0.8421052631578947,0.5333333333333333,0.775,1.0865874363327672,1.5789473684210527,1.453125
